patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,crop_file,circle_radius_px,r_mean,r_median,r_std,r_iqr,g_mean,g_median,g_std,g_iqr,b_mean,b_median,b_std,b_iqr,s_mean,s_median,s_std,s_iqr,v_mean,v_median,v_std,v_iqr,h_circular_mean_deg,h_circular_std_deg,h_resultant_length,h_sin_weighted,h_cos_weighted,r_chromaticity_mean,r_chromaticity_median,g_chromaticity_mean,g_chromaticity_median,b_chromaticity_mean,b_chromaticity_median,intensity_mean,intensity_median,r_bg_median,g_bg_median,b_bg_median,r_delta_bg,g_delta_bg,b_delta_bg,r_ratio_bg,g_ratio_bg,b_ratio_bg,roi_pixel_count,valid_pixel_count,highlight_pixel_count,highlight_fraction,valid_fraction,dark_fraction,background_pixel_count,qc_status,qc_reason
glucose_05_c0.5_wF04,glucose_05_c0.5,glucose,5,0.5,F04,6,4,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF04.png,68.218,96.054348,96.0,7.450027,9.0,111.532469,112.0,7.315517,9.0,131.423077,132.0,7.785477,9.0,0.270034,0.270588,0.016888,0.015686,0.515385,0.517647,0.030531,0.035294,213.174775,1.981688,0.999402,-0.546868,-0.836505,0.283133,0.283186,0.329016,0.327778,0.387851,0.387931,113.003298,113.0,212.0,215.0,218.0,-116.0,-103.0,-86.0,0.45283,0.52093,0.605505,7176,7176,0,0.0,1.0,0.0,3544,pass,
glucose_05_c0.5_wF05,glucose_05_c0.5,glucose,5,0.5,F05,6,5,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF05.png,69.564,87.893648,88.0,5.800378,6.0,103.701625,104.0,6.158126,7.0,119.59393,120.0,6.260965,7.0,0.26541,0.262745,0.014243,0.019608,0.468996,0.470588,0.024553,0.027451,210.196195,2.153102,0.999294,-0.502608,-0.863698,0.282322,0.28254,0.333226,0.333333,0.384452,0.384127,103.729735,104.0,206.0,210.0,212.0,-118.0,-106.0,-92.0,0.427184,0.495238,0.566038,7447,7447,0,0.0,1.0,0.0,3689,pass,
glucose_05_c0.5_wF06,glucose_05_c0.5,glucose,5,0.5,F06,6,6,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF06.png,60.588,93.390619,93.0,6.902544,8.0,108.549204,108.0,6.894898,8.0,128.074336,127.0,7.249178,8.0,0.271477,0.270588,0.014568,0.019608,0.502252,0.498039,0.028428,0.031373,213.523486,1.43509,0.999686,-0.552106,-0.833398,0.282814,0.282609,0.328928,0.329073,0.388259,0.388316,110.00472,109.333333,28.0,34.0,41.0,65.0,74.0,86.0,3.321429,3.176471,3.097561,5650,5650,0,0.0,1.0,0.0,2791,pass,
glucose_05_c0.5_wF07,glucose_05_c0.5,glucose,5,0.5,F07,6,7,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF07.png,65.3,92.028641,91.0,7.814487,8.0,107.71755,107.0,7.729057,9.0,126.47075,126.0,8.123132,9.0,0.273344,0.27451,0.021002,0.023529,0.495964,0.494118,0.031855,0.035294,212.302801,2.188775,0.999271,-0.534004,-0.844619,0.28182,0.281818,0.330222,0.329268,0.387958,0.38796,108.73898,108.0,197.0,202.0,203.0,-106.0,-95.0,-77.0,0.461929,0.529703,0.62069,6564,6564,0,0.0,1.0,0.0,3253,pass,
glucose_05_c0.5_wF08,glucose_05_c0.5,glucose,5,0.5,F08,6,8,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF08.png,61.261,93.694598,93.0,7.017406,7.0,110.067694,109.0,6.971034,7.0,128.832583,128.0,7.589461,9.0,0.273159,0.27451,0.016542,0.023529,0.505226,0.501961,0.029763,0.035294,211.729325,1.609773,0.999605,-0.5257,-0.850206,0.281536,0.281437,0.330964,0.330409,0.3875,0.38796,110.864958,110.0,60.0,64.0,69.0,33.0,45.0,59.0,1.55,1.703125,1.855072,5776,5776,0,0.0,1.0,0.0,2862,pass,
glucose_05_c0.5_wF09,glucose_05_c0.5,glucose,5,0.5,F09,6,9,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF09.png,68.442,94.571844,94.0,6.945172,11.0,111.203409,111.0,6.907446,10.0,128.622004,128.0,7.898631,12.0,0.265209,0.266667,0.012407,0.015686,0.5044,0.501961,0.030975,0.047059,210.597483,2.522828,0.999031,-0.50851,-0.85993,0.282657,0.282675,0.332615,0.332386,0.384728,0.384375,111.465752,110.666667,210.0,214.0,215.0,-116.0,-103.0,-87.0,0.447619,0.518692,0.595349,7217,7217,0,0.0,1.0,0.0,3570,pass,
glucose_05_c0.5_wF10,glucose_05_c0.5,glucose,5,0.5,F10,6,10,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF10.png,69.115,99.207324,99.0,7.064493,8.0,115.642935,115.0,7.272537,9.0,134.756194,135.0,6.95335,8.0,0.264449,0.266667,0.018127,0.027451,0.528456,0.529412,0.027268,0.031373,211.942586,2.013807,0.999383,-0.528743,-0.848055,0.283593,0.283747,0.330741,0.33046,0.385666,0.386111,116.535484,116.333333,211.0,215.0,216.0,-112.0,-100.0,-81.0,0.469194,0.534884,0.625,7346,7346,0,0.0,1.0,0.0,3651,pass,
glucose_05_c0.5_wF11,glucose_05_c0.5,glucose,5,0.5,F11,6,11,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF11.png,65.076,106.277199,106.0,6.358403,8.0,122.957554,123.0,6.479951,8.0,142.084738,142.0,6.903389,9.0,0.252318,0.254902,0.013643,0.015686,0.557195,0.556863,0.027072,0.035294,211.672084,1.412773,0.999696,-0.524897,-0.850808,0.286114,0.286089,0.331143,0.330709,0.382743,0.383202,123.773164,124.0,201.0,207.0,209.0,-95.0,-84.0,-67.0,0.527363,0.594203,0.679426,6526,6526,0,0.0,1.0,0.0,3231,pass,
glucose_05_c0.5_wF12,glucose_05_c0.5,glucose,5,0.5,F12,6,12,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF12.png,70.462,113.561282,115.0,8.6116,7.0,129.961413,132.0,8.669739,7.0,150.238718,152.0,8.742994,8.0,0.244947,0.243137,0.020017,0.015686,0.589171,0.596078,0.034286,0.031373,212.860638,2.187471,0.999271,-0.542202,-0.839381,0.288154,0.288835,0.330032,0.330808,0.381815,0.381313,131.253804,133.0,211.0,215.0,217.0,-96.0,-83.0,-65.0,0.545024,0.613953,0.700461,7645,7645,0,0.0,1.0,0.0,3790,pass,
glucose_05_c0.5_wG01,glucose_05_c0.5,glucose,5,0.5,G01,7,1,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG01.png,65.3,121.697057,122.0,7.407951,8.0,139.784418,140.0,7.336646,8.0,160.323677,161.0,7.501586,9.0,0.241378,0.243137,0.014812,0.019608,0.62872,0.631373,0.029418,0.035294,212.323911,2.328379,0.999175,-0.534264,-0.844341,0.288386,0.288684,0.331401,0.331565,0.380213,0.380488,140.601718,141.333333,207.0,213.0,215.0,-85.0,-73.0,-54.0,0.589372,0.657277,0.748837,6559,6559,0,0.0,1.0,0.0,3257,pass,
glucose_05_c0.5_wG02,glucose_05_c0.5,glucose,5,0.5,G02,7,2,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG02.png,64.403,105.571227,105.0,8.078975,9.0,123.406833,123.0,8.098921,10.0,144.309513,144.0,8.570199,10.0,0.268934,0.270588,0.016992,0.019608,0.56592,0.564706,0.033609,0.039216,212.911729,2.132016,0.999308,-0.54297,-0.838928,0.282624,0.282548,0.330608,0.329923,0.386768,0.387013,124.429191,124.333333,198.0,205.0,209.0,-93.0,-82.0,-65.0,0.530303,0.6,0.688995,6381,6381,0,0.0,1.0,0.0,3163,pass,
glucose_05_c0.5_wG03,glucose_05_c0.5,glucose,5,0.5,G03,7,3,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG03.png,70.013,97.226315,97.0,8.813209,11.0,113.794223,114.0,8.65536,11.0,132.957732,133.0,9.446813,11.0,0.269674,0.270588,0.018457,0.019608,0.521403,0.521569,0.037046,0.043137,211.750799,2.634328,0.998944,-0.52567,-0.849447,0.282385,0.282468,0.330871,0.330729,0.386744,0.386555,114.659423,114.333333,210.0,215.0,216.0,-113.0,-101.0,-83.0,0.461905,0.530233,0.615741,7547,7547,0,0.0,1.0,0.0,3730,pass,
glucose_05_c0.5_wG04,glucose_05_c0.5,glucose,5,0.5,G04,7,4,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG04.png,64.178,91.175228,91.0,6.037794,6.0,107.932556,107.0,6.03688,7.0,126.374409,126.0,6.289682,7.0,0.278824,0.278431,0.019935,0.027451,0.495586,0.494118,0.024665,0.027451,211.294812,2.450694,0.999086,-0.518967,-0.853725,0.279974,0.279503,0.331613,0.332268,0.388413,0.388406,108.494065,108.0,160.0,165.0,170.0,-69.0,-58.0,-44.0,0.56875,0.648485,0.741176,6346,6346,0,0.0,1.0,0.0,3141,pass,
glucose_05_c0.5_wG05,glucose_05_c0.5,glucose,5,0.5,G05,7,5,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG05.png,60.588,91.513533,91.0,5.376111,6.0,106.788608,107.0,5.32407,6.0,126.054661,126.0,6.006661,8.0,0.27433,0.27451,0.015743,0.015686,0.494332,0.494118,0.023556,0.031373,213.050111,2.053279,0.999358,-0.545022,-0.837656,0.28203,0.281967,0.329258,0.327586,0.388712,0.389381,108.118934,108.0,41.0,48.0,56.0,50.0,59.0,70.0,2.219512,2.229167,2.25,5653,5653,0,0.0,1.0,0.0,2791,pass,
glucose_05_c0.5_wG06,glucose_05_c0.5,glucose,5,0.5,G06,7,6,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG06.png,65.076,83.825907,84.0,6.01925,7.0,99.845421,100.0,6.229632,7.0,119.293024,119.0,6.448775,8.0,0.297799,0.298039,0.017478,0.023529,0.467816,0.466667,0.025289,0.031373,212.549384,1.447546,0.999681,-0.537855,-0.842659,0.276519,0.276316,0.329543,0.329932,0.393937,0.394231,100.988117,101.0,200.0,205.0,207.0,-116.0,-105.0,-88.0,0.42,0.487805,0.574879,6508,6508,0,0.0,1.0,0.0,3235,pass,
glucose_05_c0.5_wG07,glucose_05_c0.5,glucose,5,0.5,G07,7,7,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG07.png,69.788,86.161639,86.0,5.135267,6.0,102.252403,102.0,5.298431,7.0,121.338628,121.0,5.776421,7.0,0.290007,0.290196,0.020268,0.023529,0.475838,0.47451,0.022653,0.027451,212.326206,2.446107,0.999089,-0.534252,-0.844248,0.278062,0.277778,0.330109,0.330065,0.391829,0.392027,103.25089,103.0,203.0,207.0,209.0,-117.0,-105.0,-88.0,0.423645,0.492754,0.578947,7492,7492,0,0.0,1.0,0.0,3706,pass,
glucose_05_c0.5_wG08,glucose_05_c0.5,glucose,5,0.5,G08,7,8,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG08.png,64.403,87.962882,87.0,5.930189,7.0,104.164135,103.0,6.125674,7.0,122.571182,122.0,6.129916,7.0,0.282741,0.286275,0.018261,0.023529,0.480671,0.478431,0.024039,0.027451,211.668233,2.107624,0.999324,-0.524645,-0.850527,0.279369,0.279221,0.330974,0.330218,0.389657,0.390323,104.8994,104.0,197.0,201.0,204.0,-110.0,-98.0,-82.0,0.441624,0.512438,0.598039,6385,6385,0,0.0,1.0,0.0,3166,pass,
glucose_05_c0.5_wG09,glucose_05_c0.5,glucose,5,0.5,G09,7,9,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG09.png,64.403,86.70718,87.0,6.266687,5.0,102.355389,103.0,6.193634,5.0,119.893477,120.0,6.755576,7.0,0.277404,0.27451,0.019478,0.015686,0.47017,0.470588,0.026492,0.027451,211.724001,2.308325,0.999189,-0.525401,-0.849901,0.280439,0.281046,0.331322,0.332288,0.38824,0.387195,102.985349,103.0,197.0,201.5,203.0,-110.0,-98.5,-83.0,0.441624,0.511166,0.591133,6393,6393,0,0.0,1.0,0.0,3176,pass,
glucose_05_c0.5_wG10,glucose_05_c0.5,glucose,5,0.5,G10,7,10,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG10.png,67.096,89.381585,90.0,6.558892,8.0,106.288786,107.0,6.665255,8.0,125.437148,126.0,6.460901,7.0,0.288101,0.290196,0.018256,0.019608,0.49191,0.494118,0.025337,0.027451,211.470854,1.519311,0.999648,-0.521881,-0.852606,0.278147,0.277966,0.330977,0.330303,0.390876,0.391437,107.03584,107.333333,212.0,216.0,218.0,-122.0,-109.0,-92.0,0.424528,0.49537,0.577982,6929,6929,0,0.0,1.0,0.0,3436,pass,
glucose_05_c0.5_wG11,glucose_05_c0.5,glucose,5,0.5,G11,7,11,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG11.png,65.974,95.259767,96.0,7.99317,8.0,111.489412,112.0,7.844102,8.0,129.895467,131.0,8.876507,9.0,0.267565,0.266667,0.023436,0.023529,0.509394,0.513725,0.03481,0.035294,211.450341,3.42788,0.998212,-0.520826,-0.851567,0.282669,0.283186,0.331258,0.330532,0.386073,0.385852,112.214882,112.666667,208.0,212.0,214.0,-112.0,-100.0,-83.0,0.461538,0.528302,0.61215,6706,6706,0,0.0,1.0,0.0,3325,pass,
glucose_05_c0.5_wG12,glucose_05_c0.5,glucose,5,0.5,G12,7,12,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG12.png,67.769,107.997454,108.0,6.800844,9.0,124.975389,125.0,6.734233,9.0,144.458274,145.0,7.078617,9.0,0.252832,0.254902,0.013895,0.019608,0.566503,0.568627,0.027759,0.035294,211.687428,2.139155,0.999303,-0.524919,-0.850334,0.286001,0.286089,0.331136,0.330769,0.382863,0.382812,125.810372,126.0,212.0,216.0,218.0,-104.0,-91.0,-73.0,0.509434,0.578704,0.665138,7070,7070,0,0.0,1.0,0.0,3505,pass,
glucose_05_c0.5_wH01,glucose_05_c0.5,glucose,5,0.5,H01,8,1,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH01.png,65.076,122.619684,123.0,7.518777,8.0,142.516505,143.0,7.229608,8.0,164.686627,166.0,7.309728,8.0,0.255958,0.254902,0.017017,0.019608,0.64583,0.65098,0.028666,0.031373,211.4606,2.207243,0.999258,-0.521525,-0.852367,0.285133,0.285057,0.331579,0.330435,0.383288,0.383562,143.274272,144.0,206.0,211.0,214.0,-83.0,-68.0,-48.0,0.597087,0.677725,0.775701,6513,6513,0,0.0,1.0,0.0,3237,pass,
glucose_05_c0.5_wH02,glucose_05_c0.5,glucose,5,0.5,H02,8,2,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH02.png,64.403,99.669381,100.0,7.555973,8.0,116.221926,117.0,7.81714,9.0,137.670478,139.0,8.246939,9.0,0.276677,0.278431,0.023493,0.023529,0.539884,0.545098,0.032341,0.035294,214.036479,2.77253,0.99883,-0.559066,-0.827712,0.281708,0.28169,0.328699,0.327225,0.389593,0.389646,117.853928,119.0,202.0,208.0,210.0,-102.0,-91.0,-71.0,0.49505,0.5625,0.661905,6385,6385,0,0.0,1.0,0.0,3162,pass,
glucose_05_c0.5_wH03,glucose_05_c0.5,glucose,5,0.5,H03,8,3,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH03.png,64.627,92.257356,92.0,7.864943,9.0,109.116145,109.0,7.529808,8.0,129.984587,130.0,8.868804,9.0,0.290772,0.290196,0.022968,0.027451,0.509743,0.509804,0.03478,0.035294,213.093836,3.663066,0.997958,-0.544897,-0.836067,0.27819,0.278287,0.329397,0.327434,0.392413,0.393064,110.452696,110.0,194.0,199.0,202.0,-102.0,-90.0,-72.0,0.474227,0.547739,0.643564,6423,6423,0,0.0,1.0,0.0,3183,pass,
glucose_05_c0.5_wH04,glucose_05_c0.5,glucose,5,0.5,H04,8,4,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH04.png,61.934,87.64896,88.0,5.442282,6.0,104.108273,104.0,5.203696,6.0,125.71054,126.0,6.022455,6.0,0.303135,0.305882,0.014424,0.019608,0.492983,0.494118,0.023617,0.023529,214.298421,2.672233,0.998913,-0.562891,-0.825216,0.275944,0.275862,0.327982,0.32622,0.396074,0.396667,105.822591,106.333333,87.5,96.0,103.0,0.5,8.0,23.0,1.005714,1.083333,1.223301,5911,5911,0,0.0,1.0,0.0,2928,pass,
glucose_05_c0.5_wH05,glucose_05_c0.5,glucose,5,0.5,H05,8,5,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH05.png,65.076,81.411891,82.0,5.801825,7.0,99.312136,99.0,6.329898,9.0,119.800031,120.0,7.11966,10.0,0.320689,0.321569,0.019855,0.023529,0.469804,0.470588,0.02792,0.039216,212.440593,2.160128,0.99929,-0.536044,-0.843349,0.270781,0.270833,0.330458,0.329457,0.398761,0.399361,100.174686,100.333333,204.0,209.0,211.0,-122.0,-110.0,-91.0,0.401961,0.473684,0.56872,6526,6526,0,0.0,1.0,0.0,3234,pass,
glucose_05_c0.5_wH06,glucose_05_c0.5,glucose,5,0.5,H06,8,6,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH06.png,63.505,77.772142,77.0,5.087679,7.0,93.791304,93.0,5.669671,7.0,114.823027,114.0,4.902011,6.0,0.32325,0.329412,0.02071,0.027451,0.450286,0.447059,0.019224,0.023529,214.04935,2.649042,0.998932,-0.559309,-0.827671,0.271402,0.270903,0.327398,0.325424,0.4012,0.40339,95.462158,94.666667,197.0,203.0,205.0,-120.0,-110.0,-91.0,0.390863,0.458128,0.556098,6210,6210,0,0.0,1.0,0.0,3087,pass,
glucose_05_c0.5_wH07,glucose_05_c0.5,glucose,5,0.5,H07,8,7,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH07.png,62.383,82.203005,83.0,4.622532,7.0,98.737563,99.0,4.811461,6.0,117.622538,119.0,5.512341,8.0,0.301374,0.301961,0.015111,0.019608,0.461265,0.466667,0.021617,0.031373,211.81269,2.377082,0.99914,-0.526691,-0.849045,0.27524,0.275168,0.33073,0.330128,0.39403,0.394231,99.521035,100.333333,143.0,149.0,152.0,-60.0,-50.0,-33.0,0.58042,0.66443,0.782895,5990,5990,0,0.0,1.0,0.0,2965,pass,
glucose_05_c0.5_wH08,glucose_05_c0.5,glucose,5,0.5,H08,8,8,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH08.png,68.891,83.433269,84.0,5.32771,6.0,99.750069,100.0,5.555595,6.0,118.324472,119.0,5.309078,6.0,0.295325,0.294118,0.020103,0.027451,0.464018,0.466667,0.02082,0.023529,211.582266,1.923096,0.999437,-0.523427,-0.851409,0.27657,0.276667,0.330796,0.330128,0.392634,0.392617,100.502603,101.0,201.0,205.0,206.0,-117.0,-105.0,-87.0,0.41791,0.487805,0.57767,7298,7298,0,0.0,1.0,0.0,3633,pass,
glucose_05_c0.5_wH09,glucose_05_c0.5,glucose,5,0.5,H09,8,9,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH09.png,65.525,82.67821,83.0,7.050478,6.0,98.551036,100.0,7.454079,8.0,118.202934,119.0,7.370595,7.0,0.301485,0.301961,0.024436,0.027451,0.463541,0.466667,0.028904,0.027451,212.960146,2.773146,0.998829,-0.543419,-0.838067,0.275829,0.276094,0.329058,0.329032,0.395113,0.394464,99.810726,100.666667,207.0,212.0,214.0,-124.0,-112.0,-95.0,0.400966,0.471698,0.556075,6613,6613,0,0.0,1.0,0.0,3281,pass,
glucose_05_c0.5_wH10,glucose_05_c0.5,glucose,5,0.5,H10,8,10,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH10.png,67.32,87.495771,87.0,9.173732,10.0,103.623082,103.0,9.025111,10.0,121.649606,122.0,8.845416,10.0,0.282515,0.282353,0.030996,0.035294,0.477057,0.478431,0.034688,0.039216,211.553251,2.107702,0.999324,-0.522937,-0.851578,0.279223,0.27931,0.33128,0.332226,0.389497,0.388489,104.256153,104.0,207.0,211.0,213.0,-120.0,-108.0,-91.0,0.42029,0.488152,0.57277,6975,6975,0,0.0,1.0,0.0,3460,pass,
glucose_05_c0.5_wH11,glucose_05_c0.5,glucose,5,0.5,H11,8,11,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH11.png,66.647,88.442592,90.0,13.155135,10.0,103.70294,106.0,13.776649,9.0,122.029838,124.0,14.366735,11.0,0.280758,0.270588,0.057014,0.027451,0.478548,0.486275,0.05634,0.043137,212.94495,3.661171,0.997961,-0.542724,-0.837482,0.279682,0.282051,0.329247,0.329231,0.391071,0.387692,104.725123,106.666667,205.0,210.0,212.0,-115.0,-104.0,-88.0,0.439024,0.504762,0.584906,6837,6837,0,0.0,1.0,0.00351,3408,pass,
glucose_05_c0.5_wH12,glucose_05_c0.5,glucose,5,0.5,H12,8,12,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH12.png,67.096,103.528868,104.0,6.703191,7.0,120.011692,120.0,6.77296,8.0,141.847142,142.0,6.937709,8.0,0.27081,0.270588,0.015994,0.019608,0.556263,0.556863,0.027207,0.031373,214.253123,2.211305,0.999256,-0.562431,-0.825944,0.283189,0.283465,0.328437,0.327225,0.388375,0.388298,121.795901,122.333333,209.0,214.0,217.0,-105.0,-94.0,-75.0,0.497608,0.560748,0.654378,6928,6928,0,0.0,1.0,0.0,3439,pass,
glucose_06_c1_wA01,glucose_06_c1,glucose,6,1.0,A01,1,1,crops/glucose/glucose_06_c1/glucose_06_c1_wA01.png,59.69,117.946946,118.0,9.543085,10.0,136.57247,136.0,9.223612,10.0,158.247584,158.0,9.608164,10.0,0.255559,0.254902,0.017187,0.019608,0.620579,0.619608,0.037679,0.039216,212.496908,2.190474,0.999269,-0.536862,-0.842804,0.285517,0.285372,0.330897,0.330211,0.383585,0.383632,137.589,137.333333,58.0,72.0,84.0,60.0,64.0,74.0,2.034483,1.888889,1.880952,5485,5485,0,0.0,1.0,0.0,2722,pass,
glucose_06_c1_wA02,glucose_06_c1,glucose,6,1.0,A02,1,2,crops/glucose/glucose_06_c1/glucose_06_c1_wA02.png,64.852,110.522485,111.0,8.472455,10.0,129.054397,129.0,8.204755,9.0,151.22114,152.0,9.277122,11.0,0.269766,0.270588,0.017127,0.019608,0.593024,0.596078,0.036381,0.043137,212.716484,2.764445,0.998837,-0.539854,-0.840377,0.282606,0.283117,0.330297,0.329923,0.387097,0.387013,130.266007,131.0,214.0,219.0,221.0,-103.0,-90.0,-69.0,0.518692,0.589041,0.687783,6471,6471,0,0.0,1.0,0.0,3208,pass,
glucose_06_c1_wA03,glucose_06_c1,glucose,6,1.0,A03,1,3,crops/glucose/glucose_06_c1/glucose_06_c1_wA03.png,67.096,108.297247,109.0,8.283755,10.0,126.494162,127.0,8.115499,10.0,148.206285,148.0,8.318666,10.0,0.269927,0.266667,0.020801,0.023529,0.581201,0.580392,0.032622,0.039216,212.949291,1.690635,0.999565,-0.54366,-0.838787,0.282541,0.283117,0.330276,0.329975,0.387184,0.386768,127.665898,128.0,214.0,219.0,223.0,-105.0,-92.0,-75.0,0.509346,0.579909,0.663677,6937,6937,0,0.0,1.0,0.0,3448,pass,
glucose_06_c1_wA04,glucose_06_c1,glucose,6,1.0,A04,1,4,crops/glucose/glucose_06_c1/glucose_06_c1_wA04.png,64.403,105.22224,108.0,17.758996,15.0,123.537197,128.0,19.040021,14.0,144.428974,149.0,19.199713,14.0,0.27617,0.270588,0.0444,0.039216,0.566388,0.584314,0.075293,0.054902,212.416141,4.15051,0.99738,-0.53466,-0.841965,0.280762,0.282322,0.330562,0.330073,0.388675,0.387013,124.396137,128.333333,161.0,168.5,175.0,-53.0,-40.5,-26.0,0.670807,0.759644,0.851429,6385,6385,0,0.0,1.0,0.0,3166,pass,
glucose_06_c1_wA05,glucose_06_c1,glucose,6,1.0,A05,1,5,crops/glucose/glucose_06_c1/glucose_06_c1_wA05.png,65.749,106.889106,107.0,8.49767,10.0,124.283696,125.0,8.116511,10.0,145.324117,146.0,8.55266,10.0,0.26542,0.266667,0.017781,0.019608,0.569898,0.572549,0.03354,0.039216,213.111669,3.413216,0.998227,-0.545304,-0.836123,0.283658,0.284182,0.330148,0.32967,0.386194,0.386598,125.498973,126.333333,209.0,214.0,218.0,-102.0,-89.0,-72.0,0.511962,0.584112,0.669725,6655,6655,0,0.0,1.0,0.0,3302,pass,
glucose_06_c1_wA06,glucose_06_c1,glucose,6,1.0,A06,1,6,crops/glucose/glucose_06_c1/glucose_06_c1_wA06.png,59.915,101.45131,106.0,18.904718,16.0,116.740921,123.0,21.095321,16.0,138.733695,144.0,21.334034,17.0,0.273431,0.266667,0.038539,0.039216,0.544054,0.564706,0.083663,0.066667,215.724555,4.189636,0.99733,-0.58233,-0.809666,0.283256,0.284615,0.326281,0.327434,0.390463,0.387863,118.975309,124.333333,45.0,56.0,67.0,61.0,67.0,77.0,2.355556,2.196429,2.149254,5535,5535,0,0.0,1.0,0.0,2738,pass,
glucose_06_c1_wA07,glucose_06_c1,glucose,6,1.0,A07,1,7,crops/glucose/glucose_06_c1/glucose_06_c1_wA07.png,65.3,99.701402,100.0,8.602137,9.0,115.927483,116.0,8.403605,10.0,139.577239,140.0,8.93454,11.0,0.286712,0.286275,0.019648,0.023529,0.547362,0.54902,0.035037,0.043137,215.519415,1.642082,0.999589,-0.58074,-0.813584,0.280405,0.280556,0.326378,0.325905,0.393217,0.392954,118.402041,118.333333,214.0,219.0,223.0,-114.0,-103.0,-83.0,0.46729,0.52968,0.627803,6564,6564,0,0.0,1.0,0.0,3252,pass,
glucose_06_c1_wA08,glucose_06_c1,glucose,6,1.0,A08,1,8,crops/glucose/glucose_06_c1/glucose_06_c1_wA08.png,68.442,97.508317,98.0,7.812299,10.0,113.941087,114.0,7.439302,9.0,137.216246,138.0,8.209101,11.0,0.290271,0.290196,0.019958,0.023529,0.538103,0.541176,0.032193,0.043137,215.115752,1.822503,0.999494,-0.574939,-0.817578,0.279424,0.279874,0.326834,0.32659,0.393742,0.393939,116.221883,116.333333,216.0,221.0,225.0,-118.0,-107.0,-87.0,0.453704,0.515837,0.613333,7214,7214,0,0.0,1.0,0.0,3560,pass,
glucose_06_c1_wA09,glucose_06_c1,glucose,6,1.0,A09,1,9,crops/glucose/glucose_06_c1/glucose_06_c1_wA09.png,67.769,93.211055,94.0,6.866203,7.0,109.426915,109.0,6.425413,7.0,132.52177,133.0,7.538002,9.0,0.297144,0.298039,0.017099,0.019608,0.519693,0.521569,0.029561,0.035294,215.1279,2.73855,0.998858,-0.574747,-0.816936,0.277901,0.278261,0.326568,0.325779,0.395531,0.396011,111.719913,112.0,215.0,220.0,223.0,-121.0,-111.0,-90.0,0.437209,0.495455,0.596413,7074,7074,0,0.0,1.0,0.0,3503,pass,
glucose_06_c1_wA10,glucose_06_c1,glucose,6,1.0,A10,1,10,crops/glucose/glucose_06_c1/glucose_06_c1_wA10.png,67.096,93.48997,94.0,6.556212,7.0,110.15832,111.0,6.418616,7.0,132.444653,134.0,7.3297,8.0,0.294656,0.294118,0.018364,0.023529,0.519391,0.52549,0.028744,0.031373,214.352402,2.92395,0.998699,-0.563547,-0.824508,0.277981,0.278409,0.327811,0.326705,0.394208,0.394118,112.030981,112.666667,211.0,216.0,219.0,-117.0,-105.0,-85.0,0.445498,0.513889,0.611872,6929,6929,0,0.0,1.0,0.0,3446,pass,
