patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,canonical_width_px,canonical_height_px,center_x_px,center_y_px,circle_radius_px,crop_x0_px,crop_y0_px,crop_x1_px,crop_y1_px,crop_width_px,crop_height_px,crop_file,grid_residual_px,hough_param2,candidate_count,qc_status
glucose_05_c0.5_wB07,glucose_05_c0.5,glucose,5,0.5,B07,2,7,2992,2992,1502.358,1239.81,59.915,1431,1169,1574,1312,143,143,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB07.png,1.626,45,96,pass_geometry
glucose_05_c0.5_wB08,glucose_05_c0.5,glucose,5,0.5,B08,2,8,2992,2992,1681.878,1233.078,64.852,1605,1156,1760,1311,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB08.png,4.059,45,96,pass_geometry
glucose_05_c0.5_wB09,glucose_05_c0.5,glucose,5,0.5,B09,2,9,2992,2992,1868.13,1226.346,68.218,1787,1145,1950,1308,163,163,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB09.png,3.679,45,96,pass_geometry
glucose_05_c0.5_wB10,glucose_05_c0.5,glucose,5,0.5,B10,2,10,2992,2992,2052.138,1221.858,60.139,1981,1151,2124,1294,143,143,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB10.png,2.489,45,96,pass_geometry
glucose_05_c0.5_wB11,glucose_05_c0.5,glucose,5,0.5,B11,2,11,2992,2992,2231.658,1217.37,65.525,2154,1139,2311,1296,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB11.png,4.731,45,96,pass_geometry
glucose_05_c0.5_wB12,glucose_05_c0.5,glucose,5,0.5,B12,2,12,2992,2992,2417.91,1212.882,65.749,2340,1135,2497,1292,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wB12.png,2.457,45,96,pass_geometry
glucose_05_c0.5_wC01,glucose_05_c0.5,glucose,5,0.5,C01,3,1,2992,2992,402.798,1452.99,61.037,330,1380,477,1527,147,147,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC01.png,8.237,45,96,pass_geometry
glucose_05_c0.5_wC02,glucose_05_c0.5,glucose,5,0.5,C02,3,2,2992,2992,593.538,1452.99,65.076,517,1376,672,1531,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC02.png,2.415,45,96,pass_geometry
glucose_05_c0.5_wC03,glucose_05_c0.5,glucose,5,0.5,C03,3,3,2992,2992,770.814,1446.258,67.32,691,1366,852,1527,161,161,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC03.png,4.465,45,96,pass_geometry
glucose_05_c0.5_wC04,glucose_05_c0.5,glucose,5,0.5,C04,3,4,2992,2992,954.822,1437.282,60.364,883,1365,1028,1510,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC04.png,3.897,45,96,pass_geometry
glucose_05_c0.5_wC05,glucose_05_c0.5,glucose,5,0.5,C05,3,5,2992,2992,1134.342,1432.794,64.627,1057,1356,1212,1511,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC05.png,6.608,45,96,pass_geometry
glucose_05_c0.5_wC06,glucose_05_c0.5,glucose,5,0.5,C06,3,6,2992,2992,1320.594,1426.062,70.237,1238,1343,1405,1510,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC06.png,4.229,45,96,pass_geometry
glucose_05_c0.5_wC07,glucose_05_c0.5,glucose,5,0.5,C07,3,7,2992,2992,1506.846,1419.33,69.564,1424,1336,1591,1503,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC07.png,3.796,45,96,pass_geometry
glucose_05_c0.5_wC08,glucose_05_c0.5,glucose,5,0.5,C08,3,8,2992,2992,1688.61,1414.842,69.34,1607,1333,1772,1498,165,165,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC08.png,3.529,45,96,pass_geometry
glucose_05_c0.5_wC09,glucose_05_c0.5,glucose,5,0.5,C09,3,9,2992,2992,1872.618,1410.354,60.588,1801,1338,1946,1483,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC09.png,2.618,45,96,pass_geometry
glucose_05_c0.5_wC10,glucose_05_c0.5,glucose,5,0.5,C10,3,10,2992,2992,2056.626,1405.866,70.462,1973,1322,2142,1491,169,169,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC10.png,2.108,45,96,pass_geometry
glucose_05_c0.5_wC11,glucose_05_c0.5,glucose,5,0.5,C11,3,11,2992,2992,2245.122,1394.646,65.525,2167,1317,2324,1474,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC11.png,6.616,45,96,pass_geometry
glucose_05_c0.5_wC12,glucose_05_c0.5,glucose,5,0.5,C12,3,12,2992,2992,2429.13,1394.646,63.505,2354,1320,2505,1471,151,151,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wC12.png,1.942,45,96,pass_geometry
glucose_05_c0.5_wD01,glucose_05_c0.5,glucose,5,0.5,D01,4,1,2992,2992,411.774,1636.998,66.647,333,1558,492,1717,159,159,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD01.png,2.781,45,96,pass_geometry
glucose_05_c0.5_wD02,glucose_05_c0.5,glucose,5,0.5,D02,4,2,2992,2992,593.538,1634.754,69.34,512,1553,677,1718,165,165,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD02.png,4.033,45,96,pass_geometry
glucose_05_c0.5_wD03,glucose_05_c0.5,glucose,5,0.5,D03,4,3,2992,2992,775.302,1628.022,60.364,703,1556,848,1701,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD03.png,4.483,45,96,pass_geometry
glucose_05_c0.5_wD04,glucose_05_c0.5,glucose,5,0.5,D04,4,4,2992,2992,959.31,1616.802,64.852,882,1540,1037,1695,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD04.png,5.972,45,96,pass_geometry
glucose_05_c0.5_wD05,glucose_05_c0.5,glucose,5,0.5,D05,4,5,2992,2992,1143.318,1614.558,60.812,1071,1543,1216,1688,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD05.png,3.096,45,96,pass_geometry
glucose_05_c0.5_wD06,glucose_05_c0.5,glucose,5,0.5,D06,4,6,2992,2992,1320.594,1610.07,64.852,1244,1533,1399,1688,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD06.png,8.729,45,96,pass_geometry
glucose_05_c0.5_wD07,glucose_05_c0.5,glucose,5,0.5,D07,4,7,2992,2992,1513.578,1603.338,69.564,1431,1520,1598,1687,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD07.png,2.186,45,96,pass_geometry
glucose_05_c0.5_wD08,glucose_05_c0.5,glucose,5,0.5,D08,4,8,2992,2992,1695.342,1598.85,60.588,1623,1527,1768,1672,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD08.png,1.798,45,96,pass_geometry
glucose_05_c0.5_wD09,glucose_05_c0.5,glucose,5,0.5,D09,4,9,2992,2992,1879.35,1594.362,60.139,1808,1523,1951,1666,143,143,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD09.png,1.46,45,96,pass_geometry
glucose_05_c0.5_wD10,glucose_05_c0.5,glucose,5,0.5,D10,4,10,2992,2992,2065.602,1585.386,65.749,1988,1507,2145,1664,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD10.png,3.704,45,96,pass_geometry
glucose_05_c0.5_wD11,glucose_05_c0.5,glucose,5,0.5,D11,4,11,2992,2992,2249.61,1583.142,69.115,2168,1501,2333,1666,165,165,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD11.png,0.445,45,96,pass_geometry
glucose_05_c0.5_wD12,glucose_05_c0.5,glucose,5,0.5,D12,4,12,2992,2992,2433.618,1583.142,71.808,2349,1498,2520,1669,171,171,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wD12.png,5.074,45,96,pass_geometry
glucose_05_c0.5_wE01,glucose_05_c0.5,glucose,5,0.5,E01,5,1,2992,2992,416.262,1823.25,70.237,333,1740,500,1907,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE01.png,3.691,45,96,pass_geometry
glucose_05_c0.5_wE02,glucose_05_c0.5,glucose,5,0.5,E02,5,2,2992,2992,602.514,1814.274,63.281,528,1739,679,1890,151,151,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE02.png,1.45,45,96,pass_geometry
glucose_05_c0.5_wE03,glucose_05_c0.5,glucose,5,0.5,E03,5,3,2992,2992,784.278,1812.03,60.588,712,1740,857,1885,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE03.png,2.423,45,96,pass_geometry
glucose_05_c0.5_wE04,glucose_05_c0.5,glucose,5,0.5,E04,5,4,2992,2992,968.286,1803.054,70.91,884,1719,1053,1888,169,169,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE04.png,1.456,45,96,pass_geometry
glucose_05_c0.5_wE05,glucose_05_c0.5,glucose,5,0.5,E05,5,5,2992,2992,1154.538,1798.566,67.993,1074,1718,1237,1881,163,163,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE05.png,3.592,45,96,pass_geometry
glucose_05_c0.5_wE06,glucose_05_c0.5,glucose,5,0.5,E06,5,6,2992,2992,1340.79,1794.078,65.749,1263,1716,1420,1873,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE06.png,6.164,45,96,pass_geometry
glucose_05_c0.5_wE07,glucose_05_c0.5,glucose,5,0.5,E07,5,7,2992,2992,1522.554,1794.078,64.403,1447,1718,1600,1871,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE07.png,7.065,45,96,pass_geometry
glucose_05_c0.5_wE08,glucose_05_c0.5,glucose,5,0.5,E08,5,8,2992,2992,1704.318,1782.858,60.364,1632,1711,1777,1856,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE08.png,1.677,45,96,pass_geometry
glucose_05_c0.5_wE09,glucose_05_c0.5,glucose,5,0.5,E09,5,9,2992,2992,1888.326,1778.37,68.218,1807,1697,1970,1860,163,163,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE09.png,1.584,45,96,pass_geometry
glucose_05_c0.5_wE10,glucose_05_c0.5,glucose,5,0.5,E10,5,10,2992,2992,2074.578,1773.882,69.564,1992,1691,2159,1858,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE10.png,3.507,45,96,pass_geometry
glucose_05_c0.5_wE11,glucose_05_c0.5,glucose,5,0.5,E11,5,11,2992,2992,2258.586,1776.126,66.422,2180,1697,2339,1856,159,159,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE11.png,9.585,45,96,pass_geometry
glucose_05_c0.5_wE12,glucose_05_c0.5,glucose,5,0.5,E12,5,12,2992,2992,2447.082,1764.906,61.261,2374,1692,2521,1839,147,147,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wE12.png,6.797,45,96,pass_geometry
glucose_05_c0.5_wF01,glucose_05_c0.5,glucose,5,0.5,F01,6,1,2992,2992,414.018,2007.258,61.037,341,1934,488,2081,147,147,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF01.png,9.421,45,96,pass_geometry
glucose_05_c0.5_wF02,glucose_05_c0.5,glucose,5,0.5,F02,6,2,2992,2992,604.758,2000.526,70.237,522,1918,689,2085,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF02.png,2.824,45,96,pass_geometry
glucose_05_c0.5_wF03,glucose_05_c0.5,glucose,5,0.5,F03,6,3,2992,2992,786.522,1993.794,69.788,704,1911,871,2078,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF03.png,2.598,45,96,pass_geometry
glucose_05_c0.5_wF04,glucose_05_c0.5,glucose,5,0.5,F04,6,4,2992,2992,970.53,1991.55,68.218,890,1911,1053,2074,163,163,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF04.png,4.563,45,96,pass_geometry
glucose_05_c0.5_wF05,glucose_05_c0.5,glucose,5,0.5,F05,6,5,2992,2992,1152.294,1982.574,69.564,1069,1900,1236,2067,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF05.png,3.802,45,96,pass_geometry
glucose_05_c0.5_wF06,glucose_05_c0.5,glucose,5,0.5,F06,6,6,2992,2992,1338.546,1978.086,60.588,1267,1906,1412,2051,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF06.png,1.895,45,96,pass_geometry
glucose_05_c0.5_wF07,glucose_05_c0.5,glucose,5,0.5,F07,6,7,2992,2992,1527.042,1969.11,65.3,1449,1891,1606,2048,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF07.png,3.826,45,96,pass_geometry
glucose_05_c0.5_wF08,glucose_05_c0.5,glucose,5,0.5,F08,6,8,2992,2992,1708.806,1966.866,61.261,1636,1894,1783,2041,147,147,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF08.png,0.536,45,96,pass_geometry
glucose_05_c0.5_wF09,glucose_05_c0.5,glucose,5,0.5,F09,6,9,2992,2992,1890.57,1960.134,68.442,1810,1879,1973,2042,163,163,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF09.png,2.763,45,96,pass_geometry
glucose_05_c0.5_wF10,glucose_05_c0.5,glucose,5,0.5,F10,6,10,2992,2992,2074.578,1957.89,69.115,1993,1876,2158,2041,165,165,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF10.png,3.933,45,96,pass_geometry
glucose_05_c0.5_wF11,glucose_05_c0.5,glucose,5,0.5,F11,6,11,2992,2992,2260.83,1957.89,65.076,2184,1881,2339,2036,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF11.png,7.597,45,96,pass_geometry
glucose_05_c0.5_wF12,glucose_05_c0.5,glucose,5,0.5,F12,6,12,2992,2992,2447.082,1951.158,70.462,2363,1867,2532,2036,169,169,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wF12.png,5.941,45,96,pass_geometry
glucose_05_c0.5_wG01,glucose_05_c0.5,glucose,5,0.5,G01,7,1,2992,2992,420.75,2195.754,65.3,343,2118,500,2275,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG01.png,11.03,45,96,pass_geometry
glucose_05_c0.5_wG02,glucose_05_c0.5,glucose,5,0.5,G02,7,2,2992,2992,604.758,2184.534,64.403,529,2109,682,2262,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG02.png,6.065,45,96,pass_geometry
glucose_05_c0.5_wG03,glucose_05_c0.5,glucose,5,0.5,G03,7,3,2992,2992,793.254,2177.802,70.013,710,2095,877,2262,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG03.png,1.714,45,96,pass_geometry
glucose_05_c0.5_wG04,glucose_05_c0.5,glucose,5,0.5,G04,7,4,2992,2992,979.506,2166.582,64.178,904,2091,1057,2244,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG04.png,4.961,45,96,pass_geometry
glucose_05_c0.5_wG05,glucose_05_c0.5,glucose,5,0.5,G05,7,5,2992,2992,1159.026,2166.582,60.588,1087,2095,1232,2240,145,145,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG05.png,2.286,45,96,pass_geometry
glucose_05_c0.5_wG06,glucose_05_c0.5,glucose,5,0.5,G06,7,6,2992,2992,1347.522,2162.094,65.076,1271,2085,1426,2240,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG06.png,2.539,45,96,pass_geometry
glucose_05_c0.5_wG07,glucose_05_c0.5,glucose,5,0.5,G07,7,7,2992,2992,1527.042,2157.606,69.788,1444,2075,1611,2242,167,167,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG07.png,3.465,45,96,pass_geometry
glucose_05_c0.5_wG08,glucose_05_c0.5,glucose,5,0.5,G08,7,8,2992,2992,1713.294,2146.386,64.403,1637,2070,1790,2223,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG08.png,4.187,45,96,pass_geometry
glucose_05_c0.5_wG09,glucose_05_c0.5,glucose,5,0.5,G09,7,9,2992,2992,1895.058,2139.654,64.403,1819,2064,1972,2217,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG09.png,7.044,45,96,pass_geometry
glucose_05_c0.5_wG10,glucose_05_c0.5,glucose,5,0.5,G10,7,10,2992,2992,2083.554,2144.142,67.096,2004,2064,2165,2225,161,161,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG10.png,4.152,45,96,pass_geometry
glucose_05_c0.5_wG11,glucose_05_c0.5,glucose,5,0.5,G11,7,11,2992,2992,2263.074,2135.166,65.974,2185,2057,2342,2214,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG11.png,6.653,45,96,pass_geometry
glucose_05_c0.5_wG12,glucose_05_c0.5,glucose,5,0.5,G12,7,12,2992,2992,2456.058,2137.41,67.769,2376,2057,2537,2218,161,161,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wG12.png,7.715,45,96,pass_geometry
glucose_05_c0.5_wH01,glucose_05_c0.5,glucose,5,0.5,H01,8,1,2992,2992,431.97,2377.518,65.076,355,2301,510,2456,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH01.png,7.488,45,96,pass_geometry
glucose_05_c0.5_wH02,glucose_05_c0.5,glucose,5,0.5,H02,8,2,2992,2992,622.71,2357.322,64.403,547,2281,700,2434,153,153,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH02.png,11.594,45,96,pass_geometry
glucose_05_c0.5_wH03,glucose_05_c0.5,glucose,5,0.5,H03,8,3,2992,2992,804.474,2350.59,64.627,727,2274,882,2429,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH03.png,11.533,45,96,pass_geometry
glucose_05_c0.5_wH04,glucose_05_c0.5,glucose,5,0.5,H04,8,4,2992,2992,986.238,2352.834,61.934,912,2279,1061,2428,149,149,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH04.png,4.764,45,96,pass_geometry
glucose_05_c0.5_wH05,glucose_05_c0.5,glucose,5,0.5,H05,8,5,2992,2992,1165.758,2343.858,65.076,1089,2267,1244,2422,155,155,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH05.png,6.243,45,96,pass_geometry
glucose_05_c0.5_wH06,glucose_05_c0.5,glucose,5,0.5,H06,8,6,2992,2992,1360.986,2339.37,63.505,1286,2264,1437,2415,151,151,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH06.png,11.653,45,96,pass_geometry
glucose_05_c0.5_wH07,glucose_05_c0.5,glucose,5,0.5,H07,8,7,2992,2992,1538.262,2339.37,62.383,1464,2265,1613,2414,149,149,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH07.png,2.826,45,96,pass_geometry
glucose_05_c0.5_wH08,glucose_05_c0.5,glucose,5,0.5,H08,8,8,2992,2992,1722.27,2332.638,68.891,1640,2251,1805,2416,165,165,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH08.png,2.954,45,96,pass_geometry
glucose_05_c0.5_wH09,glucose_05_c0.5,glucose,5,0.5,H09,8,9,2992,2992,1908.522,2325.906,65.525,1831,2248,1988,2405,157,157,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH09.png,4.963,45,96,pass_geometry
glucose_05_c0.5_wH10,glucose_05_c0.5,glucose,5,0.5,H10,8,10,2992,2992,2092.53,2321.418,67.32,2013,2241,2174,2402,161,161,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH10.png,3.772,45,96,pass_geometry
glucose_05_c0.5_wH11,glucose_05_c0.5,glucose,5,0.5,H11,8,11,2992,2992,2272.05,2316.93,66.647,2193,2238,2352,2397,159,159,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH11.png,5.26,45,96,pass_geometry
glucose_05_c0.5_wH12,glucose_05_c0.5,glucose,5,0.5,H12,8,12,2992,2992,2467.278,2316.93,67.096,2387,2237,2548,2398,161,161,crops/glucose/glucose_05_c0.5/glucose_05_c0.5_wH12.png,5.484,45,96,pass_geometry
glucose_06_c1_wA01,glucose_06_c1,glucose,6,1.0,A01,1,1,2992,2992,425.238,779.79,59.69,354,709,497,852,143,143,crops/glucose/glucose_06_c1/glucose_06_c1_wA01.png,3.14,45,96,pass_geometry
glucose_06_c1_wA02,glucose_06_c1,glucose,6,1.0,A02,1,2,2992,2992,609.246,777.546,64.852,532,701,687,856,155,155,crops/glucose/glucose_06_c1/glucose_06_c1_wA02.png,1.915,45,96,pass_geometry
glucose_06_c1_wA03,glucose_06_c1,glucose,6,1.0,A03,1,3,2992,2992,793.254,777.546,67.096,713,698,874,859,161,161,crops/glucose/glucose_06_c1/glucose_06_c1_wA03.png,3.534,45,96,pass_geometry
glucose_06_c1_wA04,glucose_06_c1,glucose,6,1.0,A04,1,4,2992,2992,981.75,768.57,64.403,906,693,1059,846,153,153,crops/glucose/glucose_06_c1/glucose_06_c1_wA04.png,4.307,45,96,pass_geometry
glucose_06_c1_wA05,glucose_06_c1,glucose,6,1.0,A05,1,5,2992,2992,1170.246,770.814,65.749,1092,693,1249,850,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wA05.png,9.41,45,96,pass_geometry
glucose_06_c1_wA06,glucose_06_c1,glucose,6,1.0,A06,1,6,2992,2992,1347.522,766.326,59.915,1277,695,1420,838,143,143,crops/glucose/glucose_06_c1/glucose_06_c1_wA06.png,3.555,45,96,pass_geometry
glucose_06_c1_wA07,glucose_06_c1,glucose,6,1.0,A07,1,7,2992,2992,1527.042,764.082,65.3,1449,686,1606,843,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wA07.png,4.773,45,96,pass_geometry
glucose_06_c1_wA08,glucose_06_c1,glucose,6,1.0,A08,1,8,2992,2992,1715.538,759.594,68.442,1635,679,1798,842,163,163,crops/glucose/glucose_06_c1/glucose_06_c1_wA08.png,3.939,45,96,pass_geometry
glucose_06_c1_wA09,glucose_06_c1,glucose,6,1.0,A09,1,9,2992,2992,1895.058,755.106,67.769,1815,675,1976,836,161,161,crops/glucose/glucose_06_c1/glucose_06_c1_wA09.png,3.505,45,96,pass_geometry
glucose_06_c1_wA10,glucose_06_c1,glucose,6,1.0,A10,1,10,2992,2992,2079.066,748.374,67.096,1999,668,2160,829,161,161,crops/glucose/glucose_06_c1/glucose_06_c1_wA10.png,2.985,45,96,pass_geometry
glucose_06_c1_wA11,glucose_06_c1,glucose,6,1.0,A11,1,11,2992,2992,2269.806,743.886,68.442,2189,663,2352,826,163,163,crops/glucose/glucose_06_c1/glucose_06_c1_wA11.png,3.706,45,96,pass_geometry
glucose_06_c1_wA12,glucose_06_c1,glucose,6,1.0,A12,1,12,2992,2992,2456.058,743.886,65.3,2378,666,2535,823,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wA12.png,5.328,45,96,pass_geometry
glucose_06_c1_wB01,glucose_06_c1,glucose,6,1.0,B01,2,1,2992,2992,425.238,959.31,61.71,352,886,499,1033,147,147,crops/glucose/glucose_06_c1/glucose_06_c1_wB01.png,4.729,45,96,pass_geometry
glucose_06_c1_wB02,glucose_06_c1,glucose,6,1.0,B02,2,2,2992,2992,613.734,959.31,69.788,531,876,698,1043,167,167,crops/glucose/glucose_06_c1/glucose_06_c1_wB02.png,1.795,45,96,pass_geometry
glucose_06_c1_wB03,glucose_06_c1,glucose,6,1.0,B03,2,3,2992,2992,802.23,954.822,66.647,723,876,882,1035,159,159,crops/glucose/glucose_06_c1/glucose_06_c1_wB03.png,6.597,45,96,pass_geometry
glucose_06_c1_wB04,glucose_06_c1,glucose,6,1.0,B04,2,4,2992,2992,981.75,957.066,65.749,904,879,1061,1036,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wB04.png,5.161,45,96,pass_geometry
glucose_06_c1_wB05,glucose_06_c1,glucose,6,1.0,B05,2,5,2992,2992,1159.026,950.334,64.403,1083,874,1236,1027,153,153,crops/glucose/glucose_06_c1/glucose_06_c1_wB05.png,4.914,45,96,pass_geometry
glucose_06_c1_wB06,glucose_06_c1,glucose,6,1.0,B06,2,6,2992,2992,1343.034,945.846,67.096,1263,866,1424,1027,161,161,crops/glucose/glucose_06_c1/glucose_06_c1_wB06.png,4.913,45,96,pass_geometry
glucose_06_c1_wB07,glucose_06_c1,glucose,6,1.0,B07,2,7,2992,2992,1533.774,941.358,61.037,1461,868,1608,1015,147,147,crops/glucose/glucose_06_c1/glucose_06_c1_wB07.png,1.559,45,96,pass_geometry
glucose_06_c1_wB08,glucose_06_c1,glucose,6,1.0,B08,2,8,2992,2992,1717.782,939.114,61.261,1645,866,1792,1013,147,147,crops/glucose/glucose_06_c1/glucose_06_c1_wB08.png,1.325,45,96,pass_geometry
glucose_06_c1_wB09,glucose_06_c1,glucose,6,1.0,B09,2,9,2992,2992,1899.546,939.114,65.525,1822,861,1979,1018,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wB09.png,4.781,45,96,pass_geometry
glucose_06_c1_wB10,glucose_06_c1,glucose,6,1.0,B10,2,10,2992,2992,2083.554,934.626,64.627,2007,858,2162,1013,155,155,crops/glucose/glucose_06_c1/glucose_06_c1_wB10.png,4.355,45,96,pass_geometry
glucose_06_c1_wB11,glucose_06_c1,glucose,6,1.0,B11,2,11,2992,2992,2274.294,930.138,64.627,2197,853,2352,1008,155,155,crops/glucose/glucose_06_c1/glucose_06_c1_wB11.png,4.007,45,96,pass_geometry
glucose_06_c1_wB12,glucose_06_c1,glucose,6,1.0,B12,2,12,2992,2992,2453.814,918.918,67.769,2374,839,2535,1000,161,161,crops/glucose/glucose_06_c1/glucose_06_c1_wB12.png,5.725,45,96,pass_geometry
glucose_06_c1_wC01,glucose_06_c1,glucose,6,1.0,C01,3,1,2992,2992,425.238,1141.074,71.359,340,1056,511,1227,171,171,crops/glucose/glucose_06_c1/glucose_06_c1_wC01.png,5.429,45,96,pass_geometry
glucose_06_c1_wC02,glucose_06_c1,glucose,6,1.0,C02,3,2,2992,2992,613.734,1141.074,71.135,530,1057,699,1226,169,169,crops/glucose/glucose_06_c1/glucose_06_c1_wC02.png,1.241,45,96,pass_geometry
glucose_06_c1_wC03,glucose_06_c1,glucose,6,1.0,C03,3,3,2992,2992,791.01,1141.074,68.218,710,1060,873,1223,163,163,crops/glucose/glucose_06_c1/glucose_06_c1_wC03.png,6.529,45,96,pass_geometry
glucose_06_c1_wC04,glucose_06_c1,glucose,6,1.0,C04,3,4,2992,2992,983.994,1129.854,67.993,903,1049,1066,1212,163,163,crops/glucose/glucose_06_c1/glucose_06_c1_wC04.png,5.729,45,96,pass_geometry
glucose_06_c1_wC05,glucose_06_c1,glucose,6,1.0,C05,3,5,2992,2992,1165.758,1136.586,65.3,1088,1059,1245,1216,157,157,crops/glucose/glucose_06_c1/glucose_06_c1_wC05.png,5.131,45,96,pass_geometry
glucose_06_c1_wC06,glucose_06_c1,glucose,6,1.0,C06,3,6,2992,2992,1347.522,1127.61,70.013,1265,1045,1432,1212,167,167,crops/glucose/glucose_06_c1/glucose_06_c1_wC06.png,2.954,45,96,pass_geometry
glucose_06_c1_wC07,glucose_06_c1,glucose,6,1.0,C07,3,7,2992,2992,1538.262,1118.634,66.871,1459,1040,1618,1199,159,159,crops/glucose/glucose_06_c1/glucose_06_c1_wC07.png,6.625,45,96,pass_geometry
glucose_06_c1_wC08,glucose_06_c1,glucose,6,1.0,C08,3,8,2992,2992,1717.782,1116.39,66.198,1639,1037,1798,1196,159,159,crops/glucose/glucose_06_c1/glucose_06_c1_wC08.png,5.254,45,96,pass_geometry
